,method,device1,device2,device3,device4,curvature,$W$,$H$,$L$,$A{_3}$,$A{_1}$,$W$$/$$H$,$A{_2}$$/$$A{_1}$,${\rho}_\mathrm{d}$,${\rho}_\mathrm{c}$,$\mu_\mathrm{d}$,$\mu_\mathrm{c}$,$\gamma$,$\mu_\mathrm{d}$$/$$\mu_\mathrm{c}$,$Q_\mathrm{d}$,$Q_\mathrm{c}$,$u_\mathrm{d}$,$u_\mathrm{c}$,$Q_\mathrm{d}$$/$$Q_\mathrm{c}$,$u_\mathrm{d}$$/$$u_\mathrm{c}$,$\mu_\mathrm{c}$$u_\mathrm{c}$,$d_\mathrm{av}$$/$$d_\mathrm{e}$
256,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,60.0,0.116050485,0.020818587,0.583333333,5.574368952,0.630803186,0.7380836191780823
257,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,70.0,0.116050485,0.024288351,0.5,4.778030629,0.735937035,0.7050885616438358
258,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,80.0,0.116050485,0.027758116,0.4375,4.180776714,0.841070915,0.6762767369863015
259,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,90.0,0.116050485,0.03122788,0.388888889,3.716246028,0.946204764,0.650239890410959
260,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,100.0,0.116050485,0.034697645,0.35,3.344621371,1.051338644,0.6179579643835618
261,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,110.0,0.116050485,0.038167409,0.318181818,3.040564923,1.156472493,0.6022287041095892
262,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,120.0,0.116050485,0.041637174,0.291666667,2.787184476,1.261606372,0.5965603342465754
263,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,130.0,0.116050485,0.045106938,0.269230769,2.572785699,1.366740221,0.5796326410958905
264,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,140.0,0.116050485,0.048576703,0.25,2.389015265,1.471874101,0.5608457506849316
265,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,150.0,0.116050485,0.052046467,0.233333333,2.229747602,1.57700795,0.5450270547945206
266,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,160.0,0.116050485,0.055516232,0.21875,2.090388357,1.68214183,0.5380832794520549
267,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,170.0,0.116050485,0.058985996,0.205882353,1.967424353,1.787275679,0.5300509835616439
268,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,180.0,0.116050485,0.062455761,0.194444444,1.858122984,1.892409558,0.5160957424657535
269,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,190.0,0.116050485,0.065925525,0.184210526,1.760327051,1.997543408,0.5102964219178083
270,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,200.0,0.116050485,0.069395289,0.175,1.67231071,2.102677257,0.5073466657534248
271,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,210.0,0.116050485,0.072865054,0.166666667,1.592676854,2.207811136,0.4920557452054795
272,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,220.0,0.116050485,0.076334818,0.159090909,1.520282461,2.312944985,0.48240509589041103
273,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,230.0,0.116050485,0.079804583,0.152173913,1.454183214,2.418078865,0.48240509589041103
274,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,240.0,0.116050485,0.083274347,0.145833333,1.393592255,2.523212714,0.4757503808219179
275,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,250.0,0.116050485,0.086744112,0.14,1.337848556,2.628346594,0.4689041013698631
276,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,260.0,0.116050485,0.090213876,0.134615385,1.286392849,2.733480443,0.46540468493150694
277,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,270.0,0.116050485,0.093683641,0.12962963,1.238748663,2.838614322,0.46185184109589045
278,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,280.0,0.116050485,0.097153405,0.125,1.194507645,2.943748172,0.45824347397260284
279,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,290.0,0.116050485,0.10062317,0.120689655,1.15331772,3.048882051,0.45085115890410965
280,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,300.0,0.116050485,0.104092934,0.116666667,1.114873801,3.1540159,0.45085115890410965
281,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,310.0,0.116050485,0.107562699,0.112903226,1.078910125,3.25914978,0.4432081369863014
282,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,320.0,0.116050485,0.111032463,0.109375,1.045194188,3.364283629,0.4392857342465754
283,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,330.0,0.116050485,0.114502228,0.106060606,1.013521632,3.469417508,0.45085115890410965
284,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,340.0,0.116050485,0.117971992,0.102941176,0.983712176,3.574551358,0.4392857342465754
285,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,350.0,0.116050485,0.121441757,0.1,0.95560611,3.679685237,0.43529200821917813
286,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,360.0,0.116050485,0.124911521,0.097222222,0.929061499,3.784819086,0.4312236191780822
287,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,370.0,0.116050485,0.128381285,0.094594595,0.903951733,3.889952936,0.41853313972602746
288,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,380.0,0.116050485,0.13185105,0.092105263,0.880163525,3.995086815,0.42284821917808224
289,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,390.0,0.116050485,0.135320814,0.08974359,0.857595233,4.100220664,0.4141272000000001
290,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,400.0,0.116050485,0.138790579,0.0875,0.836155349,4.205354544,0.4096254630136987
291,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,425.0,0.116050485,0.14746499,0.082352941,0.786969741,4.468189197,0.4096254630136987
292,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,450.0,0.116050485,0.156139401,0.077777778,0.743249201,4.73102385,0.4096254630136987
293,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,475.0,0.116050485,0.164813812,0.073684211,0.704130822,4.993858504,0.39548903561643844
294,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,500.0,0.116050485,0.173488224,0.07,0.668924278,5.256693187,0.388025189041096
295,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,600.0,0.116050485,0.208185868,0.058333333,0.557436901,6.3080318,0.3854723178082193
296,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,700.0,0.116050485,0.242883513,0.05,0.477803057,7.359370444,0.3578408027397261
297,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,800.0,0.116050485,0.277581158,0.04375,0.418077674,8.410709087,0.34549149589041106
298,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,900.0,0.116050485,0.312278803,0.038888889,0.371624599,9.462047731,0.3389712246575343
299,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,1000.0,0.116050485,0.346976447,0.035,0.33446214,10.51338634,0.3251199452054795
300,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,1100.0,0.116050485,0.381674092,0.031818182,0.304056491,11.56472499,0.309975695890411
301,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,1200.0,0.116050485,0.416371737,0.029166667,0.27871845,12.61606363,0.3018146219178083
302,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,35.0,1300.0,0.116050485,0.451069381,0.026923077,0.257278569,13.66740224,0.29318658082191784
303,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,30.0,0.165786407,0.010409293,1.666666667,15.92676919,0.315401578,1.001597668493151
304,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,40.0,0.165786407,0.013879058,1.25,11.94507632,0.420535457,0.9239593397260276
305,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,50.0,0.165786407,0.017348822,1.0,9.556061328,0.525669307,0.8825113068493152
306,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,60.0,0.165786407,0.020818587,0.833333333,7.96338421,0.630803186,0.8126966356164385
307,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,70.0,0.165786407,0.024288351,0.714285714,6.825758035,0.735937035,0.7835853205479453
308,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,80.0,0.165786407,0.027758116,0.625,5.972538158,0.841070915,0.7383838958904111
309,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,90.0,0.165786407,0.03122788,0.555555556,5.308922892,0.946204764,0.7178052986301372
310,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,100.0,0.165786407,0.034697645,0.5,4.778030526,1.051338644,0.6694492493150686
311,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,110.0,0.165786407,0.038167409,0.454545455,4.343664172,1.156472493,0.6570491780821919
312,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,120.0,0.165786407,0.041637174,0.416666667,3.981692105,1.261606372,0.6343740082191782
313,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,130.0,0.165786407,0.045106938,0.384615385,3.675408138,1.366740221,0.628904994520548
314,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,140.0,0.165786407,0.048576703,0.357142857,3.412878947,1.471874101,0.6089713726027398
315,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,150.0,0.165786407,0.052046467,0.333333333,3.185353715,1.57700795,0.5907821479452056
316,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,160.0,0.165786407,0.055516232,0.3125,2.986269079,1.68214183,0.5794520547945207
317,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,170.0,0.165786407,0.058985996,0.294117647,2.810606216,1.787275679,0.5665753424657536
318,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,180.0,0.165786407,0.062455761,0.277777778,2.654461403,1.892409558,0.56013698630137
319,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,190.0,0.165786407,0.065925525,0.263157895,2.514752928,1.997543408,0.5536986301369864
320,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,200.0,0.165786407,0.069395289,0.25,2.389015298,2.102677257,0.5493150684931508
321,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,210.0,0.165786407,0.072865054,0.238095238,2.275252647,2.207811136,0.5472602739726029
322,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,220.0,0.165786407,0.076334818,0.227272727,2.171832086,2.312944985,0.5408219178082192
323,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,230.0,0.165786407,0.079804583,0.217391304,2.07740459,2.418078865,0.5343835616438357
324,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,240.0,0.165786407,0.083274347,0.208333333,1.990846077,2.523212714,0.5279452054794522
325,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,250.0,0.165786407,0.086744112,0.2,1.911212222,2.628346594,0.5215068493150685
326,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,260.0,0.165786407,0.090213876,0.192307692,1.837704069,2.733480443,0.5086301369863014
327,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,270.0,0.165786407,0.093683641,0.185185185,1.769640945,2.838614322,0.5021917808219178
328,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,280.0,0.165786407,0.097153405,0.178571429,1.706439491,2.943748172,0.49575342465753436
329,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,290.0,0.165786407,0.10062317,0.172413793,1.647596741,3.048882051,0.4893150684931508
330,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,300.0,0.165786407,0.104092934,0.166666667,1.592676857,3.1540159,0.48287671232876717
331,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,310.0,0.165786407,0.107562699,0.161290323,1.541300177,3.25914978,0.4700000000000001
332,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,320.0,0.165786407,0.111032463,0.15625,1.493134553,3.364283629,0.4700000000000001
333,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,330.0,0.165786407,0.114502228,0.151515152,1.447888045,3.469417508,0.4700000000000001
334,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,340.0,0.165786407,0.117971992,0.147058824,1.405303108,3.574551358,0.45712328767123295
335,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,350.0,0.165786407,0.121441757,0.142857143,1.365151585,3.679685237,0.4764383561643836
336,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,360.0,0.165786407,0.124911521,0.138888889,1.327230712,3.784819086,0.4700000000000001
337,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,370.0,0.165786407,0.128381285,0.135135135,1.291359617,3.889952936,0.4635616438356165
338,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,380.0,0.165786407,0.13185105,0.131578947,1.257376464,3.995086815,0.45712328767123295
339,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,390.0,0.165786407,0.135320814,0.128205128,1.225136046,4.100220664,0.4506849315068494
340,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,400.0,0.165786407,0.138790579,0.125,1.19450764,4.205354544,0.4442465753424658
341,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,425.0,0.165786407,0.14746499,0.117647059,1.124242486,4.468189197,0.43136986301369873
342,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,450.0,0.165786407,0.156139401,0.111111111,1.061784572,4.73102385,0.42815068493150693
343,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,475.0,0.165786407,0.164813812,0.105263158,1.005901174,4.993858504,0.42493150684931513
344,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,500.0,0.165786407,0.173488224,0.1,0.955606111,5.256693187,0.41205479452054805
345,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,600.0,0.165786407,0.208185868,0.083333333,0.796338429,6.3080318,0.41205479452054805
346,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,700.0,0.165786407,0.242883513,0.071428571,0.682575795,7.359370444,0.3669863013698631
347,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,800.0,0.165786407,0.277581158,0.0625,0.59725382,8.410709087,0.3476712328767124
348,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,900.0,0.165786407,0.312278803,0.055555556,0.530892284,9.462047731,0.3412328767123288
349,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,1000.0,0.165786407,0.346976447,0.05,0.477803057,10.51338634,0.3283561643835617
350,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,1100.0,0.165786407,0.381674092,0.045454545,0.434366415,11.56472499,0.32191780821917815
351,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,1200.0,0.165786407,0.416371737,0.041666667,0.398169213,12.61606363,0.3154794520547946
352,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,50.0,1300.0,0.165786407,0.451069381,0.038461538,0.367540813,13.66740224,0.2832876712328768
353,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,80.0,80.0,0.265258251,0.027758116,1.0,9.556061045,0.841070915,1.162503471232877
354,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,80.0,100.0,0.265258251,0.034697645,0.8,7.644848836,1.051338644,0.9400000000000002
355,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,80.0,150.0,0.265258251,0.052046467,0.533333333,5.09656594,1.57700795,0.8498630136986303
356,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,80.0,175.0,0.265258251,0.060720878,0.457142857,4.368485103,1.839842603,0.8049315068493152
357,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,80.0,200.0,0.265258251,0.069395289,0.4,3.822424473,2.102677257,0.6438356164383563
358,0.0,0.0,0.0,0.0,1.0,0.0,0.365,0.365,0.1316,0.005026548,0.133225,1.0,0.360547945,998.0,674.0,0.89,30.3,41.71,0.029372937,80.0,225.0,0.265258251,0.078069701,0.355555556,3.397710605,2.36551194,0.5989041095890412
